node_pair,network_relation,city,eyes,bands,contrast
L-PREC→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.1450117263668665
L-PREC→R-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.1565847007208551
L-PREC→L-INS,DMN→SN,Warszawa,eyes closed,beta,-0.25633084775906423
L-PREC→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.16121785099125768
L-PREC→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,0.16752964195936607
L-PREC→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,-0.0037182493940222184
L-PREC→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,-0.07412314988103802
L-PREC→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,-0.10199204770284384
L-PREC→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.12721554522364806
L-PREC→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.2644185443856015
L-PREC→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.01345345587992625
L-PREC→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.09356295285136915
L-PREC→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.01513513786491703
L-PREC→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.03160511984918885
L-PREC→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.14730581177101523
L-PREC→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.22168519459378455
L-PREC→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.08289778273457032
L-PREC→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.12625250710521074
L-PREC→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.10367786667313879
L-PREC→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.08689809848399332
L-PREC→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.004896531831411287
R-PREC→L-ACC,DMN→SN,Warszawa,eyes closed,beta,0.19041970789911725
R-PREC→R-ACC,DMN→SN,Warszawa,eyes closed,beta,0.1896546341581807
R-PREC→L-INS,DMN→SN,Warszawa,eyes closed,beta,-0.21514831842330973
R-PREC→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.08894777985724563
R-PREC→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,-0.10782923242664433
R-PREC→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,0.007923044809025472
R-PREC→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,-0.06321821138606024
R-PREC→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.18995197848462522
R-PREC→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.07064673848642215
R-PREC→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.08990708839310461
R-PREC→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.03987866397345628
R-PREC→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.03136821663048857
R-PREC→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.16327007823898176
R-PREC→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.3094817116592037
R-PREC→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.18552248022434012
R-PREC→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.17338549553676647
R-PREC→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.0067139680876318625
R-PREC→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.0009591382982331234
R-PREC→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.09417419115948375
R-PREC→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.029501831980161444
R-PREC→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,0.13527435949570094
L-ANG→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.16215006005776075
L-ANG→R-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.04807609897920027
L-ANG→L-INS,DMN→SN,Warszawa,eyes closed,beta,-0.03592824677341835
L-ANG→R-INS,DMN→SN,Warszawa,eyes closed,beta,-0.20565433691927407
L-ANG→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,-0.00933639395914289
L-ANG→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,0.11712485591169987
L-ANG→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,-0.018608286192401357
L-ANG→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.08349849916264557
L-ANG→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.290763349696849
L-ANG→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.12440141489322447
L-ANG→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.013057418217096765
L-ANG→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,-0.0766778628745276
L-ANG→R-ANG,DMN→DMN,Warszawa,eyes closed,beta,0.10743332990607365
L-ANG→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.056018363754857345
L-ANG→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.28024032483266315
L-ANG→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.14191657475500247
L-ANG→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.06649529043644921
L-ANG→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,0.039172254651290296
L-ANG→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.22486002803590027
L-ANG→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.24273969375147303
L-ANG→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.07991894377211294
R-ANG→L-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.08765666977630625
R-ANG→R-ACC,DMN→SN,Warszawa,eyes closed,beta,-0.004479283427009965
R-ANG→L-INS,DMN→SN,Warszawa,eyes closed,beta,-0.017216250968892375
R-ANG→R-INS,DMN→SN,Warszawa,eyes closed,beta,0.004479283427009965
R-ANG→L-IFG,DMN→DMN,Warszawa,eyes closed,beta,-0.1227022300027332
R-ANG→R-IFG,DMN→CEN,Warszawa,eyes closed,beta,-0.06338435847220378
R-ANG→L-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.09111813833214671
R-ANG→R-mPFC,DMN→DMN,Warszawa,eyes closed,beta,0.16497938994795694
R-ANG→L-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.11413745748974166
R-ANG→R-aSTG,DMN→DMN,Warszawa,eyes closed,beta,-0.05917058335901571
R-ANG→L-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.013898946742976162
R-ANG→R-PREC,DMN→DMN,Warszawa,eyes closed,beta,0.0269069117598525
R-ANG→L-ANG,DMN→DMN,Warszawa,eyes closed,beta,-0.10598832798158413
R-ANG→L-SFG,DMN→CEN,Warszawa,eyes closed,beta,-0.0934134416108877
R-ANG→R-SFG,DMN→CEN,Warszawa,eyes closed,beta,0.19623283621077794
R-ANG→L-pSTG,DMN→CEN,Warszawa,eyes closed,beta,-0.10958115265892597
R-ANG→R-pSTG,DMN→CEN,Warszawa,eyes closed,beta,0.017785727695593397
R-ANG→L-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.3653671038953826
R-ANG→R-ITG,DMN→CEN,Warszawa,eyes closed,beta,-0.01513513786491703
R-ANG→L-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.057445441157804464
R-ANG→R-SUP,DMN→CEN,Warszawa,eyes closed,beta,-0.05385841862903262
L-SFG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.16480483452909656
L-SFG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.030117781422724792
L-SFG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.07553164524782306
L-SFG→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.20104045878904042
L-SFG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,0.10830216992605754
L-SFG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,-0.1312847318278161
L-SFG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.017426787016938092
L-SFG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,-0.032873469920751325
L-SFG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.004507633605135434
L-SFG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.0764442070863689
L-SFG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.12711526766481926
L-SFG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.06068492343786826
L-SFG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,-0.012198750911856664
L-SFG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.10630340080332236
L-SFG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.021861865804880157
L-SFG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.06581145063497734
L-SFG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.11528514274667731
L-SFG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.24251566572057384
L-SFG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.10475908622587324
L-SFG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.07333312520782988
L-SFG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.18933256414790312
R-SFG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.011154748182066654
R-SFG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.10076736388657719
R-SFG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.2536198551124856
R-SFG→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.14459556776471488
R-SFG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,-0.024168621061144417
R-SFG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,0.03718249394022218
R-SFG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.1654620980339887
R-SFG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.0916170292722168
R-SFG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.13348264612489696
R-SFG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.4083916046252704
R-SFG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.22922845353800353
R-SFG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.19623283621077794
R-SFG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.034747366857440405
R-SFG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.2503660324068546
R-SFG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.21875020191242214
R-SFG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.03437407516786466
R-SFG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.17744058517312783
R-SFG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.11957228117989004
R-SFG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.14886628953921086
R-SFG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.09585666533801325
R-SFG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.2249540883383442
L-pSTG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.0375400773741532
L-pSTG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.3989624992875176
L-pSTG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.14225668889018858
L-pSTG→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.14053013547766233
L-pSTG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,0.1431526016698554
L-pSTG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,0.06107801951481119
L-pSTG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.13789792276924406
L-pSTG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.16677708723233553
L-pSTG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.0026875700562059793
L-pSTG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.21196956390952026
L-pSTG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.21366183288341964
L-pSTG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.2945127005862538
L-pSTG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.12452407927087704
L-pSTG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.1459389408012497
L-pSTG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.40103087695842093
L-pSTG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.10076736388657719
L-pSTG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.00715564651235153
L-pSTG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.04130256477222602
L-pSTG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.09019131491077927
L-pSTG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.04632696867564876
L-pSTG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.15089863644835705
R-pSTG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.02258578845733626
R-pSTG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.04517157691467252
R-pSTG→L-INS,CEN→SN,Warszawa,eyes closed,beta,-0.0766778628745276
R-pSTG→R-INS,CEN→SN,Warszawa,eyes closed,beta,-0.08539125638299665
R-pSTG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,-0.05920818333945886
R-pSTG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,-0.0900273397253598
R-pSTG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,-0.16321772771370957
R-pSTG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.015846089618050944
R-pSTG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.22607560713716596
R-pSTG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.08718305148683493
R-pSTG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.16811425954512085
R-pSTG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.05053768234912046
R-pSTG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,-0.07123210205775284
R-pSTG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.06996148726724
R-pSTG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.1111915739438093
R-pSTG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.07839058211871469
R-pSTG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.48076098979200266
R-pSTG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.2080744728786697
R-pSTG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.07144982676944618
R-pSTG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.27907021398170967
R-pSTG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.06467084419215303
L-ITG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,0.16167711048038255
L-ITG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.3978573505176926
L-ITG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.026689000485810983
L-ITG→R-INS,CEN→SN,Warszawa,eyes closed,beta,-0.04804584065340578
L-ITG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,0.10191933108642727
L-ITG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,0.020735114583623
L-ITG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.34280247602868447
L-ITG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.23904715836634763
L-ITG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.03928465733470246
L-ITG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.04036036763977875
L-ITG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.1849652616175574
L-ITG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.00816088638568548
L-ITG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.5106048595962861
L-ITG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.175797710600282
L-ITG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.11497038967493872
L-ITG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.004214547425737349
L-ITG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.16754952480053678
L-ITG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.07567568932458515
L-ITG→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.2463605884855481
L-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.24482659157056436
L-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.05003312616970067
R-ITG→L-ACC,CEN→SN,Warszawa,eyes closed,beta,0.12241329578528218
R-ITG→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.23683273335783545
R-ITG→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.12433959033088937
R-ITG→R-INS,CEN→SN,Warszawa,eyes closed,beta,-0.14012016241633157
R-ITG→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,0.19969700811807084
R-ITG→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,0.06321821138606024
R-ITG→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,-0.0353153216848064
R-ITG→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.07513428837969106
R-ITG→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.017953950048508055
R-ITG→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.131138100722977
R-ITG→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.1652699351577244
R-ITG→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.0016321772771370957
R-ITG→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.06539753803434549
R-ITG→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.13789792276924406
R-ITG→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.05356166968099849
R-ITG→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.10076736388657719
R-ITG→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.0383389314372638
R-ITG→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.20468209485238711
R-ITG→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.08681967697018939
R-ITG→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.10539760160824674
R-ITG→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,0.10258260108443766
L-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,beta,0.0026875700562059793
L-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.0892511453816816
L-SUP→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.11841636667891772
L-SUP→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.1544914611256989
L-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,-0.04517157691467252
L-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,-0.119148941231008
L-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,-0.017701099188096866
L-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.08887661378638427
L-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.04208416903507024
L-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.09585666533801325
L-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.23302864943522933
L-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.022396417135049827
L-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.0016816819849907812
L-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.04927211769710962
L-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.013390417420249623
L-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,-0.20806259464411975
L-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.15195245725612794
L-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.025943102458363308
L-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,-0.21055086875068535
L-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.1725495628749944
L-SUP→R-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.09585587314447452
R-SUP→L-ACC,CEN→SN,Warszawa,eyes closed,beta,-0.1369745414740455
R-SUP→R-ACC,CEN→SN,Warszawa,eyes closed,beta,0.1821942203070887
R-SUP→L-INS,CEN→SN,Warszawa,eyes closed,beta,0.09700626628822955
R-SUP→R-INS,CEN→SN,Warszawa,eyes closed,beta,0.04879500364742666
R-SUP→L-IFG,CEN→DMN,Warszawa,eyes closed,beta,-0.14919497887110214
R-SUP→R-IFG,CEN→CEN,Warszawa,eyes closed,beta,0.06658984932665012
R-SUP→L-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.3048964503098219
R-SUP→R-mPFC,CEN→DMN,Warszawa,eyes closed,beta,0.009265393735129752
R-SUP→L-aSTG,CEN→DMN,Warszawa,eyes closed,beta,0.05072468450143122
R-SUP→R-aSTG,CEN→DMN,Warszawa,eyes closed,beta,-0.07108805317007424
R-SUP→L-PREC,CEN→DMN,Warszawa,eyes closed,beta,0.15807810658913343
R-SUP→R-PREC,CEN→DMN,Warszawa,eyes closed,beta,-0.03398932093366976
R-SUP→L-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.08876819787750465
R-SUP→R-ANG,CEN→DMN,Warszawa,eyes closed,beta,0.1760424809674653
R-SUP→L-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.22350564108443136
R-SUP→R-SFG,CEN→CEN,Warszawa,eyes closed,beta,0.19892634258018865
R-SUP→L-pSTG,CEN→CEN,Warszawa,eyes closed,beta,-0.05925107585758951
R-SUP→R-pSTG,CEN→CEN,Warszawa,eyes closed,beta,0.15195245725612794
R-SUP→L-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.027947328351839697
R-SUP→R-ITG,CEN→CEN,Warszawa,eyes closed,beta,0.13592893873211712
R-SUP→L-SUP,CEN→CEN,Warszawa,eyes closed,beta,-0.07038501105800858
L-ACC→R-ACC,SN→SN,Warszawa,eyes closed,delta,-0.10359940563711491
L-ACC→L-INS,SN→SN,Warszawa,eyes closed,delta,-0.06856391363996016
L-ACC→R-INS,SN→SN,Warszawa,eyes closed,delta,-0.029625537928794753
L-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,delta,0.13712782727992032
L-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,delta,0.2515259551665573
L-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,delta,-0.0074123149881038025
L-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,delta,0.2317490606639951
L-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,delta,-0.0655932708731095
L-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,delta,0.09111501530379294
L-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,delta,-0.14657632896697123
L-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,delta,-0.12780783085929937
L-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,delta,0.13123766423931502
L-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,delta,0.16327007823898176
L-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,delta,-0.08034250452149774
L-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,delta,-0.19497300605237627
L-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,delta,-0.07801400142006287
L-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,delta,0.009854423539421923
L-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,delta,0.007586185366327228
L-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,delta,-0.044294701958762596
L-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,delta,0.1538055360031539
L-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,delta,0.09524877182166408
R-ACC→L-ACC,SN→SN,Warszawa,eyes closed,delta,-0.008686841714360101
R-ACC→L-INS,SN→SN,Warszawa,eyes closed,delta,0.1544914611256989
R-ACC→R-INS,SN→SN,Warszawa,eyes closed,delta,-0.14972041544180767
R-ACC→L-IFG,SN→DMN,Warszawa,eyes closed,delta,0.11763856388520043
R-ACC→R-IFG,SN→CEN,Warszawa,eyes closed,delta,-0.0892511453816816
R-ACC→L-mPFC,SN→DMN,Warszawa,eyes closed,delta,0.019760535725380092
R-ACC→R-mPFC,SN→DMN,Warszawa,eyes closed,delta,-0.14872997576088873
R-ACC→L-aSTG,SN→DMN,Warszawa,eyes closed,delta,-0.03300999851456839
R-ACC→R-aSTG,SN→DMN,Warszawa,eyes closed,delta,-0.026060525143080306
R-ACC→L-PREC,SN→DMN,Warszawa,eyes closed,delta,-0.08165631211498496
R-ACC→R-PREC,SN→DMN,Warszawa,eyes closed,delta,-0.1627347036567506
R-ACC→L-ANG,SN→DMN,Warszawa,eyes closed,delta,0.08744746321952063
R-ACC→R-ANG,SN→DMN,Warszawa,eyes closed,delta,-0.10169944014830824
R-ACC→L-SFG,SN→CEN,Warszawa,eyes closed,delta,0.2770859135693156
R-ACC→R-SFG,SN→CEN,Warszawa,eyes closed,delta,-0.10839865893364117
R-ACC→L-pSTG,SN→CEN,Warszawa,eyes closed,delta,-0.08016322027791521
R-ACC→R-pSTG,SN→CEN,Warszawa,eyes closed,delta,0.0858948244241146
R-ACC→L-ITG,SN→CEN,Warszawa,eyes closed,delta,-0.10225185833561101
R-ACC→R-ITG,SN→CEN,Warszawa,eyes closed,delta,-0.07319250547113999
R-ACC→L-SUP,SN→CEN,Warszawa,eyes closed,delta,-0.11939942093434547
R-ACC→R-SUP,SN→CEN,Warszawa,eyes closed,delta,-0.07256439151756144
L-INS→L-ACC,SN→SN,Warszawa,eyes closed,delta,-0.09051526052442792
L-INS→R-ACC,SN→SN,Warszawa,eyes closed,delta,0.08165631211498496
L-INS→R-INS,SN→SN,Warszawa,eyes closed,delta,0.1928044628694431
L-INS→L-IFG,SN→DMN,Warszawa,eyes closed,delta,0.06474391435806207
L-INS→R-IFG,SN→CEN,Warszawa,eyes closed,delta,0.19470507454132405
L-INS→L-mPFC,SN→DMN,Warszawa,eyes closed,delta,0.26191649853877014
L-INS→R-mPFC,SN→DMN,Warszawa,eyes closed,delta,0.057775698207081644
L-INS→L-aSTG,SN→DMN,Warszawa,eyes closed,delta,0.019760535725380092
L-INS→R-aSTG,SN→DMN,Warszawa,eyes closed,delta,0.2026445919742109
L-INS→L-PREC,SN→DMN,Warszawa,eyes closed,delta,-0.04647811742527772
L-INS→R-PREC,SN→DMN,Warszawa,eyes closed,delta,0.14602463972052487
L-INS→L-ANG,SN→DMN,Warszawa,eyes closed,delta,-0.08894777985724563
L-INS→R-ANG,SN→DMN,Warszawa,eyes closed,delta,-0.01749835523190867
L-INS→L-SFG,SN→CEN,Warszawa,eyes closed,delta,0.3061775078697184
L-INS→R-SFG,SN→CEN,Warszawa,eyes closed,delta,0.1508807978413971
L-INS→L-pSTG,SN→CEN,Warszawa,eyes closed,delta,0.02311027928283266
L-INS→R-pSTG,SN→CEN,Warszawa,eyes closed,delta,0.008982061693354587
L-INS→L-ITG,SN→CEN,Warszawa,eyes closed,delta,0.01383334376323931
L-INS→R-ITG,SN→CEN,Warszawa,eyes closed,delta,0.024337236185789615
L-INS→L-SUP,SN→CEN,Warszawa,eyes closed,delta,-0.059491990304355494
L-INS→R-SUP,SN→CEN,Warszawa,eyes closed,delta,-0.057484001046362115
